سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
32000,كيا,2005,2005,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,200000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
43000,هونداي,i30,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,154548.0,4,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
130000,هونداي,توسان,2019,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,45000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
98999,سيت,ارونا,2019,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,19000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
14000,بيجو,306,1997,فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,1234.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,0,1,0,0,0,1,0
150000,هونداي,سانتافيه,2018,كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,113198.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
60000,فولكسفاجن,كادي,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,315000.0,7,إمكانية التقسيط ,للبيع فقط ,4,1,1,1,0,1,1,1,1,0
149999,فولكسفاجن,GTI,2019,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,32000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
27000,بيجو,107,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1000,123638.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
120000,كيا,سورينتو,2014,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,140000.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
280000,تويوتا,2012,2012,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,200000.0,7,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
100000,هونداي,توسان,2016,بترولي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,130000.0,5,نقدا فقط ,للتبديل فقط ,1,1,1,1,1,1,1,1,1,0
35000,فولكسفاجن,جولف,2008,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,500000.0,5,إمكانية التقسيط ,للبيع فقط ,5,1,1,1,1,1,1,1,1,0
220000,مرسيدس,250,2019,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,43000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
13000,دايو,ماتيز,2000,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,800,2000000.0,5,نقدا فقط ,للبيع أو التبديل ,6,1,1,1,1,0,0,0,0,0
66000,سيت,ابيزا,2016,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,72122.0,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,1
126000,سيت,ليون,2020,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,11000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,1
108000,سيت,ليون,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,68000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
160000,ميتسوبيشي,L200,2017,جيشي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,1040.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
40000,اوبل,كورسا,2013,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,122000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,0
66000,كيا,سول,2016,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,80000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
115000,فولكسفاجن,كادي,2020,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1995,190000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,0,0
75000,هونداي,توسان,2015,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,115000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
38000,اوبل,استرا,2006,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,126000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,0,1,1,0,1,0
173000,فولكسفاجن,باسات,2020,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,8000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
95000,هونداي,فينيو,2019,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,22000.0,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,1,1,1,1,1,1,0
32000,بيجو,607,2009,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,92000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
19000,اوبل,استرا,1998,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,257580.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,0,0,1,0,0,0,1,0,0
105000,جييب,Renegade,2016,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,70000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
22000,أفيكو,ديلي,2002,أبيض ,ديزل ,تأجير ,فلسطينية ,عادي ,يدوي ,2000,1000.0,3,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
115000,سكودا,سوبيرب,2015,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,200000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
125000,مرسيدس,CLA180,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,950000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
137000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,113198.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,1,0
9000,اوبل,1983,1983,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,824256.0,5,نقدا فقط ,للبيع فقط ,8,1,1,1,1,0,0,0,1,0
36000,اوبل,كورسا,2013,بترولي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,100000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
30000,سكودا,فابيا,2012,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,249037.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,0,1,1,1,0
66500,هونداي,اكسنت,2017,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,61819.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
47000,هونداي,i30,2008,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,154548.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
13000,دايو,ماتيز,2000,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,800,220000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,0,0,0,0,0,1,0
77000,سكودا,اوكتافيا,2016,كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,200000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
60000,سكودا,فابيا,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,100000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,0,0,0,0,1,1,1,0,0
54000,بيجو,بارتنر,2013,كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,354000.0,7,نقدا فقط ,للبيع فقط ,1,0,0,1,0,1,1,1,0,0
130000,كيا,سبورتاج,2018,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,55000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
55000,كيا,بيكانتو,2019,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,52000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
61000,فولكسفاجن,جيتا,2014,رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,129000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
290000,ميتسوبيشي,باجيرو,2018,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,26000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,1,1
600000,هونداي,اكسنت,2013,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,195000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,0,1,0,1,1
142000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,94000.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,0,1,1,1,0
145000,فولكسفاجن,باسات,2016,ذهبي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,180000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
32000,مرسيدس,220,1986,أبيض ,بنزين ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,762436.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,0,1,0,1,1
140000,سكودا,اوكتافيا,2017,عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
77000,هونداي,اكسنت,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,19000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
42000,هونداي,i30,2010,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,137000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
38500,سكودا,اوكتافيا,2009,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,316957.0,5,نقدا فقط ,للتبديل فقط ,1,1,1,1,1,1,1,1,0,0
85000,هونداي,اكسنت,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90559.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
117000,سيت,ارونا,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,35000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
165000,فولكسفاجن,GTI,2018,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,55000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,1
36000,هونداي,فيرنا,2006,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,175154.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,1,1,1,0
205000,مرسيدس,C300,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,62000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
25000,شفروليه,أفيوو,2010,أحمر ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,133941.0,5,نقدا فقط ,للبيع أو التبديل ,1,0,0,1,1,1,1,1,0,0
47000,هونداي,توسان,2010,أسود ,ديزل ,حكومي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,75000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
96000,كيا,اوبتيما,2019,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700,52000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
77000,هونداي,اكسنت,2017,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,72000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
200000,بي,ام,2016,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,180000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
100000,هونداي,كونا,2018,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,55000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
8000,اوبل,اسكونا,1983,بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,15000.0,5,نقدا فقط ,للبيع فقط ,5,1,1,0,0,0,0,1,0,0
41000,كيا,بيكانتو,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,105000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
53000,ستروين,بيرلينجو,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,203758.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
26000,فولكسفاجن,بولو,2002,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,200000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,0
74000,سيت,ليون,2018,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,64000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
125000,سكودا,سوبيرب,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,145000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
22500,اودي,A4,2000,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,123456.0,5,إمكانية التقسيط ,للبيع فقط ,5,1,1,1,1,1,1,1,1,1
129000,سيت,ليون,2019,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,13000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
42000,سكودا,اوكتافيا,2008,فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,500000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,0,0,1,1,0,0,0
35000,فولكسفاجن,LT,2001,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2000,35000.0,3,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
85000,هونداي,سانتافيه,2013,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,15000.0,7,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,0,1,1,1
78000,فولكسفاجن,جولف,2012,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,95000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
12000,فيات,اونو,1989,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1000,700617.0,5,نقدا فقط ,للبيع فقط ,18,1,1,0,1,0,1,0,0,1
30000,مرسيدس,914,1987,أخضر ,ديزل ,تجاري ,فلسطينية ,عادي ,يدوي ,5000,52555.0,3,نقدا فقط ,للبيع أو التبديل ,2,1,1,0,0,0,0,0,0,0
31000,فيات,بونتو,2008,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,177000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
63000,هونداي,اكسنت,2017,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,70000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
92000,سيت,أتيكا,2018,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,85000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
55000,هونداي,سانتافيه,2007,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,362236.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
61000,سيت,ليون,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,110000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,0
149000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,113198.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,0,0,1,1,1,1,0,1,0
72000,سيت,ابيزا,2017,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,110000.0,5,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
62000,هونداي,i30,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,100000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
47500,كيا,بيكانتو,2018,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,44000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
110000,بي,ام,2014,أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,180000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
165000,بي,ام,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,112266.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
120000,ايسوزو,ديماكس,2012,أبيض ,ديزل ,حكومي ,فلسطينية ,عادي ,الكتروني ,2500,98000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,0,1,0,0,1,0
56000,هونداي,اكسنت,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,50000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
41500,ستروين,بيكاسو,2011,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,250000.0,7,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,0,1
69000,جييب,باتريوت,2008,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2390,154548.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
142000,هونداي,سنتافيه,2018,جيشي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,60000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
37500,نيسان,ميكرا,2010,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,76000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
162000,سكودا,كودياك,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,140000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,0,1,0,0
65000,فولكسفاجن,بولو,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,115000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
54000,كيا,بيكانتو,2018,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,33500.0,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
147000,كيا,سورينتو,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,90000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
270000,جييب,Wrangler,2015,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600,1000.0,2,نقدا فقط ,للبيع فقط ,0,1,1,1,0,0,1,0,0,1
16000,اوبل,كورسا,1999,أبيض ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,يدوي ,1250,8568996.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,0,1,0,0,0
95000,مرسيدس,350,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3500,177314.0,5,نقدا فقط ,للبيع فقط ,10,1,1,1,1,1,1,1,1,1
47000,اوبل,كورسا,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,74000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
45000,فولكسفاجن,LT,2002,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,475435.0,3,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,0,1,1,0
52000,فورد,فيستا,2014,كرميدي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,75000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
120000,مرسيدس,C200,2013,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,118000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
10500,فولكسفاجن,كادي,2017,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,95000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
100000,بي,ام,2016,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,125000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
33500,اوبل,استرا,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,232000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
165000,هونداي,سانتافيه,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,18000.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
170000,هونداي,سانتافيه,2020,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,16000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
10000,فولكسفاجن,كرافتر,2012,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,75000.0,6,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
120000,مرسيدس,416,2006,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,3000,35555.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,1,1,0
16000,سوبارو,عريض,1988,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,25000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,0,0,1,1,0
26000,سكودا,فابيا,2005,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,407516.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
70000,سيت,ابيزا,2018,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1000,87000.0,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,1,1,1,1,0,0,0
43000,سكودا,فابيا,2010,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,294317.0,5,نقدا فقط ,للبيع فقط ,1,1,1,0,1,1,1,1,1,0
73000,أفيكو,ديلي,2015,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,5200,350000.0,3,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
144999,هونداي,توسان,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
49000,كيا,بيكانتو,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,51000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
69500,بيجو,بارتنر,2018,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,85600.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,0,1,1,0,1,1,0
33000,هوندا,سيفيك,2007,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,180000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
25000,بيجو,206,2007,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,164851.0,5,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,0,0,0,0
30000,هونداي,جيتس,2005,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,14000.0,5,إمكانية التقسيط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
47000,هونداي,سانتافيه,2007,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,350000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,0,0,1,1,0,1,0,1,0
